"bookName","author","series","summary","rating","price"
"亞歷山大的征服與神話：非希臘中心視角的東西方世界","森谷公俊","興亡的世界史","**　　羅馬人奉為神明崇拜的亞歷山大大帝，　　當今的文明世界，仍未脫離他巨大的身影。　　馬其頓人開創的時代，何以稱為「希臘化時代」？　　擺脫「希臘中心史觀」，以多元觀點重新定義「希臘化」。**　　亞歷山大大帝，三十歲時便已打下前所未有龐大領土的神話般人物，卻在不到三年後就留下未完成的帝國而逝去。亞歷山大帝國的範圍從希臘西方的愛奧尼亞海一直延伸到印度河流域，征服了包含希臘、波斯、埃及等各大古文明世界。　　羅馬的凱撒三十九歲時讀到亞歷山大的傳記後曾潸然淚下嘆道：「在我現在這個年紀時，亞歷山大早已成為眾民族之王，我卻尚未達成任何輝煌的成就。」奧古斯都皇帝也曾至亞歷山卓瞻仰亞歷山大的遺體，甚至模仿他的站姿製作雕像。該如何評價在後世成為西方文明榮耀的亞歷山大？他是偉大的領導者嗎？　　本書不採取將希臘文化視為較東方文化優越的「希臘中心史觀」，而是重新檢討以往同時存在、卻不曾被放在一起思考的「東方史」和","⭐⭐⭐⭐⭐","NT$385 TWD"
"He Speaks, I Listen","Michelle McKinney Hammond","N/A","Experience the Timeless Touch of God's GraceNo matter what season or trial you're going through, God will meet you in the midst of it as you seek Him. Sometimes, though, your heart needs extra reassurance.Feel His loving arms around you and hear His comforting voice speaking to your soul through these meditations—each one recounting a tender moment in Scripture when God's presence was evident in","N/A","NT$320 TWD"
"Easy ATPL","Matteo Sonego","N/A","Book number 2 of the EASY ATPL collection by Matteo Sonego and published by IBN Editore, which aims to make the study for achieving the ATPL pilot license easier, intuitive and immediate. The entire series consists of 14 eBooks, each dedicated to a specific topic (General navigation, meteorology, instrumentation, etc.). Book number 2 is about Radio Navigation.The whole work is in English","N/A","NT$486 TWD"
"再现： 阿瑟．丹托的艺术哲学思想研究","周静","N/A","阿瑟·C.丹托(Arthur C. Danto，1924-2013)是當代美國最有影響力的藝術哲學家之一，他的很多思想如“藝術界”、“藝術終結”論等都對當代藝術哲學的進程產生了深刻的影響，至今在國際上仍餘響不斷。再現論是西方美學史上歷久彌新的藝術理論，本書將再現作為丹托藝術哲學乃至其整個哲學體系的核心概念，從而將其藝術哲學與其整個哲學體系、與西方傳統藝術哲學、與當代其他哲學思潮聯繫起來，構建其藝術再現本體論、藝術史哲學及藝術批評為一體的再現論藝術哲學體系，在理論和視角上具有創新性。丹托的再現論藝術哲學思想既堅持了本質主義的立場，又兼具了歷史主義和多元主義的內涵，在當代文藝批評中具有很強的實踐性，同時對當代中國的文藝理論建構也有著重要的啟示意義。","N/A","NT$316 TWD"
"日内瓦要理问答","加尔文","N/A","加尔文于1542年出版了《日内瓦要理问答》(法文版，1545年出版了拉丁文版）。这份要理问答更适用于教导信徒和他们的儿童，并很快投入实际使用。正如引文所说，它“具有清晰独特的牧者情感”，引导使用者正确地认识基督教信仰，并帮助他们成长到荣耀神。最重要的是，加尔文在要理问答中使用“一问一答的模式”，使得这一工具更容易被使用。《日内瓦要理问答(1542)》共373问，每一问答都很简洁，整本要理问答分成为8个部分：1。信仰(Faith) 2。使徒信经(Apostle\'s Creed) 3。十诫(The Law) 4。祷告(Prayer) 5。主祷文(The Lord\'s Prayer) 6。神的话(The Word of God) 7。聖禮(The Sacrament) 8。牧师和教会制度(The Pastor and the Order of Churches)。","N/A","NT$143 TWD"
"區塊鏈：改變未來的倒數計時","黃步添、蔡亮","N/A","你的生活正在被顛覆！網路不安全感斷捨離！物聯網之父凱文·凱利曾說：「我們正處長達一百年去中心化進程的中點。」沒錯，區塊鏈引導的正是一個「自我中心」的年代！區塊鏈是什麼？區塊鏈是一種底層協議，代表著一種去中心化的思想，即每個人都是中心，每個人都可以連接並影響其他節點！區塊鏈技術具有去中心化、安全性高、記帳速度快、成本較低、公開透明等優點，它可以實現第三方中介的職能，無須擔心對方的信用問題！你知道未來生活將會被區塊鏈完全顛覆嗎？【合約變得更智慧】你能降低抵押貸款利率、更容易更新遺囑，還能確保賭友不會賴帳！【網購不再怕踩雷】你線上購買了一瓶紅酒，就可以在區塊鏈上查詢到葡萄樹的品種、採摘時間、釀造流程、包裝時間、檢驗檢疫認證、各級經銷路徑等數據！【...","N/A","NT$231 TWD"
"不藏私：超實用的氣場操縱術","俞建安","贏家","儘管萬物皆有能量，但唯有人類擁有氣場，了解氣場只是基礎，操縱氣場才是關鍵!你信，或者不信，氣場就在那裡。從一個人出生到老去，氣場都會伴隨著每個人，回應人們的每個要求和想法，讓人們更接近自己真正想要的成功。你操縱著自己的命運，影響著自己的一切。或許你覺得這很不可思議，但如果能掌握氣場，你就會發現一切是那麼輕而易舉。","⭐⭐","NT$196 TWD"
"菊與刀","本尼迪克特","N/A","本尼迪克特1909年畢業於瓦薩爾學院，獲文學學士學位；1919年進入哥倫比亞大學，攻讀文化人類學，1923年獲博士學位，之後留校任教。她於1927年開始研究印第安部落文化，1934年出版了《文化的類型》一書。1940年，她出版了《種族：科學與政治》一書，該書對種族歧視進行了批判。第二次世界大戰期間，她先後對羅馬尼亞、荷蘭、德國、泰國、日本等國民族性格進行研究。1946年，出版了關於日本民族性格研究的經典之作《菊與刀》。她的其他著作還有《科契提印第安人的故事》、《祖尼印第安人的神話學》等。","⭐⭐⭐⭐½","NT$350 TWD"
"Summary of Travis Wilkerson's 10-Minute Options Trading and ETF Investing","Milkyway Media","N/A","This audiobook is narrated by a digital voice.Listen to the Summary of Travis Wilkerson's 10-Minute Options Trading and ETF Investing in 20 minutes. Please note: This is a summary & not the original book. Travis Wilkerson's book presents an ""enhanced buy & hold blueprint"" aimed at outperforming the stock market while reducing risk. He challenges the traditional buy & hold mindset, advocating for a","N/A","NT$120 TWD"
"Spanish Short Stories for Beginners Book 1: Over 100 Dialogues and Daily Used Phrases to Learn Spanish in Your Car. Have Fun & Grow Your Vocabulary, with Crazy Effective Language Learning Lessons","Learn Like A Native","N/A","WANT TO LEARN SPANISH THE EASIEST AND MOST EXCITING WAY POSSIBLE?YOU CAME TO THE RIGHT PLACE!Learning a second language is a great mental exercise if you want to create new neural pathways in your brain, so you can stay quick and sharp. Plus, learning a widely spoken language – Spanish in particular – can open up a myriad of new opportunities for you in both life and work.“Spanish Short Stories","⭐⭐⭐⭐⭐","NT$370 TWD"
"No Fear Shakespeare Audiobook: Romeo & Juliet","SparkNotes","N/A","Read Shakespeare’s plays in all their brilliance—and understand what every word means!Don’t be intimidated by Shakespeare! These popular guides make the Bard’s plays accessible and enjoyable.Each No Fear guide contains:The complete text of the original playA line-by-line translation that puts the words into everyday languageA complete list of characters, with descriptionsPlenty of helpful","N/A","NT$649 TWD"
"Aligner Orthodontics and Orofacial Orthopedics","Werner Schupp","N/A","This book presents useful tips and strategies on how to integrate aligner orthodontics successfully into clinical practice, whether outsourced or with in-office aligner treatment. This second edition sees the authors review the diagnostic protocols and the biomechanics of aligners before presenting aligner orthodontics protocols. Supported by accompanying case documentation, the discussion of each","N/A","NT$6,690 TWD"
"新戀愛講座：三島由紀夫致戀愛之森的迷途者","三島由紀夫","好讀","寫給迷失在戀愛之森的獸性男女：所謂「真正聰明」的戀愛，就是不去愛對方！（咦）從戀愛的形式、道德、哲學到技巧，創作出無數戀愛原型的鬼才文豪──三島由紀夫權威開講　　★ 收錄三島由紀夫1955年起散見於各類雜誌的高人氣隨筆，以戀愛為核心，兼敘社會觀察和人生課題等犀利又幽默的見解　　★ 涵蓋〈新戀愛講座〉、〈結束的美學〉及〈給年輕武士的精神談話〉等三卷高人氣文集，一針見血，恍然大悟，暢快淋漓！　　**　　女人如謎，男人如謎，戀愛如謎，人生亦如謎**　　戀愛讓人袒露自己的真正感情，　　無論表面上如何裝模作樣，潛藏在每個人內心、強而有力的悸動真相，　　其底細遲早也會被識破吧！　　那麼，要如何談場好戀愛呢？　　看三島由紀夫犀利道破戀愛潛規則！　　**　　【戀愛的根本法則】**　　戀愛時，引發對方的同情要有所效果，才是根本法則。　　...","N/A","NT$266 TWD"
"提高免疫力的最簡單的方法- 太乙手內丹法","申 鉉宗","N/A","2013年03月23日在Daum café “創造沒有帕金森病的世界”中“如果有對帕金森病好的運動方法的話，請教我吧！？在與病魔作鬥爭的過程中，不想外出，也沒有慾望。雖然吃得很好，但是症狀好像更嚴重了，擔心以後都無法走路。如果在家裏就可以做的簡單運動那就告訴我吧。”此問題登錄。2013年03月26日提高免疫力最簡單的方法-電子書”，“只要握着手就可以自然的丹田呼吸(太乙手內丹法)”內容中，“可快速恢復我們體內不足的元氣，矯正扭曲體型，能夠促進氣血循環的健康氣體操(手內丹正體法)和睡覺時聚集元氣的(宿眠取內丹法)利用這兩種方法的話會有相當大的效果。”之後過了130天，Daum回答說：“寫的答案被網民採納了的郵件 。2019年去熟人、70歲老人（奶奶）家時，那位老人坐在客廳裏，站着都不能走路。因此，告訴她讓身體不足的元氣，矯正扭曲的體型，促進氣血循環(氣血循環)的健康氣體操(健康氣體操","N/A","NT$215 TWD"
